IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
44.195.91.95,443,443,true,IAD,North America,US,Ashburn,361,7.18
3.144.5.129,443,443,true,IAD,North America,US,Ashburn,292,7.18
18.220.40.103,443,443,true,IAD,North America,US,Ashburn,243,7.18
3.96.47.181,443,443,true,DFW,North America,US,Dallas,322,7.18
3.19.29.117,443,443,true,IAD,North America,US,Ashburn,326,7.18
34.230.50.246,443,443,true,IAD,North America,US,Ashburn,239,7.18
54.226.187.40,8443,443,true,IAD,North America,US,Ashburn,249,7.18
54.74.140.78,443,443,true,DUB,Europe,IE,Dublin,374,7.17
3.144.153.61,443,443,true,IAD,North America,US,Ashburn,369,7.17
52.58.210.143,443,443,true,FRA,Europe,DE,Frankfurt,334,7.17
52.15.54.147,443,443,true,CMH,North America,US,Columbus,343,7.17
54.170.129.205,443,443,true,DUB,Europe,IE,Dublin,322,7.17
63.177.86.22,443,443,true,FRA,Europe,DE,Frankfurt,356,7.17
3.141.98.184,443,443,true,IAD,North America,US,Ashburn,581,7.17
18.188.191.40,443,443,true,IAD,North America,US,Ashburn,344,7.17
54.154.127.47,443,443,true,DUB,Europe,IE,Dublin,329,7.17
3.144.125.128,443,443,true,IAD,North America,US,Ashburn,407,7.17
52.47.210.187,443,443,true,CDG,Europe,FR,Paris,312,7.17
107.20.95.25,8443,443,true,IAD,North America,US,Ashburn,255,7.17
3.144.73.37,443,443,true,IAD,North America,US,Ashburn,253,7.17
3.135.195.87,443,443,true,IAD,North America,US,Ashburn,296,7.17
18.222.197.190,443,443,true,IAD,North America,US,Ashburn,342,7.17
3.136.160.165,443,443,true,IAD,North America,US,Ashburn,333,7.16
3.129.17.6,443,443,true,IAD,North America,US,Ashburn,340,7.16
35.183.0.93,443,443,true,YUL,North America,CA,Montréal,272,7.16
3.138.173.86,443,443,true,IAD,North America,US,Ashburn,486,7.16
3.144.150.151,443,443,true,IAD,North America,US,Ashburn,257,7.16
3.98.108.152,443,443,true,YUL,North America,CA,Montréal,321,7.16
3.135.223.153,443,443,true,IAD,North America,US,Ashburn,329,7.16
52.15.175.142,443,443,true,CMH,North America,US,Columbus,328,7.16
18.218.173.114,443,443,true,IAD,North America,US,Ashburn,330,7.16
18.188.29.243,443,443,true,IAD,North America,US,Ashburn,359,7.16
3.137.139.201,443,443,true,IAD,North America,US,Ashburn,405,7.16
3.18.225.39,443,443,true,IAD,North America,US,Ashburn,342,7.16
18.191.229.127,443,443,true,IAD,North America,US,Ashburn,363,7.16
3.17.186.189,443,443,true,IAD,North America,US,Ashburn,271,7.15
3.64.56.182,443,443,true,FRA,Europe,DE,Frankfurt,253,7.15
3.131.83.223,443,443,true,IAD,North America,US,Ashburn,327,7.15
18.190.155.17,443,443,true,IAD,North America,US,Ashburn,238,7.15
18.193.150.166,443,443,true,FRA,Europe,DE,Frankfurt,315,7.15
18.188.14.171,443,443,true,IAD,North America,US,Ashburn,241,7.15
3.143.108.52,443,443,true,IAD,North America,US,Ashburn,352,7.15
54.74.214.133,443,443,true,DUB,Europe,IE,Dublin,316,7.15
52.211.16.163,443,443,true,DUB,Europe,IE,Dublin,333,7.15
3.99.156.252,443,443,true,YUL,North America,CA,Montréal,288,7.15
3.12.198.236,443,443,true,IAD,North America,US,Ashburn,302,7.15
54.81.138.155,443,443,true,IAD,North America,US,Ashburn,298,7.15
18.195.100.206,443,443,true,FRA,Europe,DE,Frankfurt,289,7.15
3.221.161.12,443,443,true,IAD,North America,US,Ashburn,263,7.15
52.14.34.188,443,443,true,CMH,North America,US,Columbus,441,7.14
18.223.164.178,443,443,true,IAD,North America,US,Ashburn,252,7.14
3.144.87.33,443,443,true,CMH,North America,US,Columbus,241,7.14
35.183.95.30,443,443,true,YUL,North America,CA,Montréal,265,7.14
35.182.66.11,443,443,true,YUL,North America,CA,Montréal,344,7.14
44.199.202.104,443,443,true,IAD,North America,US,Ashburn,388,7.14
3.17.146.235,443,443,true,IAD,North America,US,Ashburn,390,7.14
3.239.16.253,443,443,true,IAD,North America,US,Ashburn,236,7.13
18.216.123.68,443,443,true,IAD,North America,US,Ashburn,310,7.13
3.144.202.183,443,443,true,IAD,North America,US,Ashburn,361,7.13
52.59.251.93,443,443,true,FRA,Europe,DE,Frankfurt,420,7.13
54.80.230.54,443,443,true,IAD,North America,US,Ashburn,285,7.13
34.207.225.221,443,443,true,IAD,North America,US,Ashburn,335,7.13
3.18.104.171,443,443,true,IAD,North America,US,Ashburn,263,7.13
18.218.255.36,443,443,true,IAD,North America,US,Ashburn,265,7.13
3.91.91.46,443,443,true,IAD,North America,US,Ashburn,263,7.13
3.145.110.117,443,443,true,CMH,North America,US,Columbus,254,7.13
34.209.208.222,443,443,true,PDX,North America,US,Portland,315,7.13
3.17.70.137,443,443,true,IAD,North America,US,Ashburn,310,7.12
18.192.135.183,443,443,true,FRA,Europe,DE,Frankfurt,258,7.12
3.15.38.211,443,443,true,IAD,North America,US,Ashburn,304,7.12
23.21.5.185,443,443,true,IAD,North America,US,Ashburn,249,7.12
18.216.57.211,443,443,true,IAD,North America,US,Ashburn,342,7.12
3.144.191.4,443,443,true,CMH,North America,US,Columbus,254,7.12
3.19.75.173,443,443,true,IAD,North America,US,Ashburn,357,7.12
18.192.93.64,443,443,true,FRA,Europe,DE,Frankfurt,281,7.12
3.17.27.15,443,443,true,IAD,North America,US,Ashburn,285,7.12
35.183.9.246,443,443,true,YUL,North America,CA,Montréal,253,7.12
18.184.246.222,443,443,true,FRA,Europe,DE,Frankfurt,265,7.12
18.199.173.87,443,443,true,FRA,Europe,DE,Frankfurt,343,7.11
54.159.95.89,443,443,true,IAD,North America,US,Ashburn,280,7.11
18.224.96.179,443,443,true,IAD,North America,US,Ashburn,233,7.11
3.80.250.40,443,443,true,IAD,North America,US,Ashburn,234,7.11
3.143.254.121,443,443,true,CMH,North America,US,Columbus,354,7.11
3.21.21.191,443,443,true,IAD,North America,US,Ashburn,365,7.11
18.224.213.148,443,443,true,IAD,North America,US,Ashburn,232,7.11
3.233.214.233,443,443,true,IAD,North America,US,Ashburn,360,7.11
3.98.140.70,443,443,true,YUL,North America,CA,Montréal,294,7.11
18.199.165.119,443,443,true,FRA,Europe,DE,Frankfurt,315,7.11
3.15.205.28,443,443,true,IAD,North America,US,Ashburn,289,7.11
3.19.28.114,443,443,true,IAD,North America,US,Ashburn,386,7.11
52.19.138.237,2053,443,true,DUB,Europe,IE,Dublin,211,7.11
18.116.33.247,443,443,true,IAD,North America,US,Ashburn,296,7.10
54.216.193.100,443,443,true,DUB,Europe,IE,Dublin,339,7.10
34.201.166.242,443,443,true,IAD,North America,US,Ashburn,347,7.10
54.93.108.196,443,443,true,FRA,Europe,DE,Frankfurt,273,7.10
3.19.75.173,443,443,true,IAD,North America,US,Ashburn,248,7.10
44.200.132.153,443,443,true,IAD,North America,US,Ashburn,256,7.10
3.21.127.118,443,443,true,IAD,North America,US,Ashburn,321,7.10
3.17.28.226,443,443,true,IAD,North America,US,Ashburn,261,7.10
3.14.9.20,443,443,true,IAD,North America,US,Ashburn,333,7.10
3.223.140.242,443,443,true,IAD,North America,US,Ashburn,307,7.10
3.144.166.36,443,443,true,IAD,North America,US,Ashburn,326,7.09
3.138.203.146,443,443,true,IAD,North America,US,Ashburn,327,7.09
18.197.144.87,443,443,true,FRA,Europe,DE,Frankfurt,350,7.09
3.70.219.196,443,443,true,FRA,Europe,DE,Frankfurt,328,7.09
3.17.65.99,443,443,true,IAD,North America,US,Ashburn,329,7.09
3.14.86.214,443,443,true,IAD,North America,US,Ashburn,248,7.09
3.136.157.39,443,443,true,IAD,North America,US,Ashburn,440,7.09
3.143.230.198,443,443,true,IAD,North America,US,Ashburn,402,7.09
54.93.170.214,443,443,true,FRA,Europe,DE,Frankfurt,250,7.09
3.97.209.162,443,443,true,YUL,North America,CA,Montréal,249,7.09
3.17.13.48,443,443,true,IAD,North America,US,Ashburn,242,7.09
3.128.76.59,443,443,true,IAD,North America,US,Ashburn,307,7.09
3.142.220.191,443,443,true,IAD,North America,US,Ashburn,303,7.09
18.223.125.41,443,443,true,CMH,North America,US,Columbus,231,7.08
52.29.68.81,443,443,true,FRA,Europe,DE,Frankfurt,268,7.08
18.119.158.70,443,443,true,IAD,North America,US,Ashburn,360,7.08
3.16.152.115,443,443,true,IAD,North America,US,Ashburn,287,7.08
34.239.49.65,443,443,true,IAD,North America,US,Ashburn,317,7.08
3.17.24.0,443,443,true,IAD,North America,US,Ashburn,260,7.08
3.14.84.107,443,443,true,IAD,North America,US,Ashburn,236,7.08
3.138.111.174,443,443,true,IAD,North America,US,Ashburn,251,7.08
3.96.62.34,443,443,true,YUL,North America,CA,Montréal,493,7.08
3.21.236.87,443,443,true,IAD,North America,US,Ashburn,236,7.08
18.185.68.220,443,443,true,FRA,Europe,DE,Frankfurt,268,7.08
3.96.45.32,443,443,true,YUL,North America,CA,Montréal,464,7.08
3.120.159.83,443,443,true,FRA,Europe,DE,Frankfurt,399,7.08
18.223.169.171,443,443,true,IAD,North America,US,Ashburn,470,7.07
3.137.204.170,443,443,true,IAD,North America,US,Ashburn,369,7.07
54.208.82.252,443,443,true,IAD,North America,US,Ashburn,246,7.07
18.188.199.197,443,443,true,IAD,North America,US,Ashburn,444,7.07
3.90.109.110,8443,443,true,IAD,North America,US,Ashburn,328,7.07
18.217.80.11,443,443,true,IAD,North America,US,Ashburn,278,7.07
3.96.179.53,443,443,true,YUL,North America,CA,Montréal,377,7.07
3.143.248.109,443,443,true,IAD,North America,US,Ashburn,387,7.07
34.229.247.163,443,443,true,IAD,North America,US,Ashburn,236,7.07
3.99.127.137,443,443,true,YUL,North America,CA,Montréal,282,7.07
54.162.84.96,443,443,true,IAD,North America,US,Ashburn,315,7.07
3.122.229.17,443,443,true,FRA,Europe,DE,Frankfurt,360,7.06
3.142.54.4,443,443,true,CMH,North America,US,Columbus,291,7.06
63.176.134.126,443,443,true,FRA,Europe,DE,Frankfurt,255,7.06
54.165.37.121,443,443,true,IAD,North America,US,Ashburn,250,7.06
51.44.139.255,443,443,true,CDG,Europe,FR,Paris,261,7.06
3.64.56.191,443,443,true,FRA,Europe,DE,Frankfurt,269,7.06
3.86.231.180,443,443,true,IAD,North America,US,Ashburn,247,7.06
52.56.92.161,443,443,true,LHR,Europe,GB,London,244,7.06
52.14.125.1,443,443,true,CMH,North America,US,Columbus,302,7.06
54.80.152.152,443,443,true,IAD,North America,US,Ashburn,327,7.06
3.125.39.66,443,443,true,FRA,Europe,DE,Frankfurt,359,7.06
35.182.242.184,443,443,true,YUL,North America,CA,Montréal,294,7.05
18.199.174.20,443,443,true,FRA,Europe,DE,Frankfurt,374,7.05
52.91.64.165,443,443,true,IAD,North America,US,Ashburn,302,7.05
3.16.91.137,443,443,true,IAD,North America,US,Ashburn,299,7.05
54.163.79.189,443,443,true,IAD,North America,US,Ashburn,285,7.05
3.135.185.28,443,443,true,CMH,North America,US,Columbus,229,7.05
16.170.239.76,443,443,true,CPH,Europe,DK,Copenhagen,409,7.05
18.216.21.136,443,443,true,IAD,North America,US,Ashburn,397,7.05
52.14.65.198,443,443,true,CMH,North America,US,Columbus,262,7.05
54.217.147.69,443,443,true,DUB,Europe,IE,Dublin,256,7.05
18.219.69.4,443,443,true,IAD,North America,US,Ashburn,387,7.05
3.134.107.5,443,443,true,IAD,North America,US,Ashburn,285,7.05
18.117.128.97,443,443,true,IAD,North America,US,Ashburn,329,7.05
3.75.215.115,443,443,true,FRA,Europe,DE,Frankfurt,304,7.05
3.138.68.133,443,443,true,CMH,North America,US,Columbus,340,7.04
3.94.117.5,443,443,true,IAD,North America,US,Ashburn,309,7.04
3.98.144.120,443,443,true,YUL,North America,CA,Montréal,265,7.04
3.75.135.10,443,443,true,FRA,Europe,DE,Frankfurt,304,7.04
52.15.204.200,443,443,true,CMH,North America,US,Columbus,421,7.04
52.49.214.183,443,443,true,DUB,Europe,IE,Dublin,349,7.04
35.183.179.2,443,443,true,YUL,North America,CA,Montréal,252,7.04
3.96.57.121,443,443,true,YUL,North America,CA,Montréal,301,7.04
18.222.192.180,443,443,true,IAD,North America,US,Ashburn,277,7.04
3.15.14.133,443,443,true,CMH,North America,US,Columbus,314,7.04
3.134.93.70,443,443,true,IAD,North America,US,Ashburn,348,7.04
3.122.86.99,443,443,true,FRA,Europe,DE,Frankfurt,328,7.04
18.191.217.20,443,443,true,IAD,North America,US,Ashburn,302,7.04
3.17.67.193,443,443,true,IAD,North America,US,Ashburn,315,7.03
18.218.190.228,443,443,true,IAD,North America,US,Ashburn,265,7.03
3.221.163.144,443,443,true,IAD,North America,US,Ashburn,270,7.03
18.189.3.37,443,443,true,IAD,North America,US,Ashburn,347,7.03
3.21.55.193,443,443,true,IAD,North America,US,Ashburn,324,7.03
52.208.47.126,443,443,true,DUB,Europe,IE,Dublin,341,7.03
63.35.220.214,443,443,true,DUB,Europe,IE,Dublin,306,7.03
3.144.196.165,443,443,true,IAD,North America,US,Ashburn,324,7.02
3.81.189.175,443,443,true,IAD,North America,US,Ashburn,299,7.02
34.201.209.15,443,443,true,IAD,North America,US,Ashburn,256,7.02
18.218.201.23,443,443,true,IAD,North America,US,Ashburn,343,7.02
52.47.189.207,443,443,true,CDG,Europe,FR,Paris,434,7.02
3.133.81.2,443,443,true,IAD,North America,US,Ashburn,231,7.02
3.21.103.154,443,443,true,IAD,North America,US,Ashburn,334,7.02
54.195.16.42,443,443,true,DUB,Europe,IE,Dublin,365,7.02
3.143.245.132,443,443,true,IAD,North America,US,Ashburn,239,7.01
52.29.68.81,443,443,true,FRA,Europe,DE,Frankfurt,375,7.01
18.203.92.123,443,443,true,DUB,Europe,IE,Dublin,303,7.01
18.198.203.55,443,443,true,FRA,Europe,DE,Frankfurt,324,7.01
54.198.71.46,443,443,true,IAD,North America,US,Ashburn,290,7.01
54.89.150.33,443,443,true,IAD,North America,US,Ashburn,326,7.01
34.219.53.148,443,443,true,PDX,North America,US,Portland,285,7.01
18.117.115.154,443,443,true,IAD,North America,US,Ashburn,401,7.01
44.211.57.213,443,443,true,IAD,North America,US,Ashburn,242,7.01
3.131.142.232,443,443,true,IAD,North America,US,Ashburn,242,7.01
54.91.197.100,443,443,true,IAD,North America,US,Ashburn,335,7.00
3.90.142.182,443,443,true,IAD,North America,US,Ashburn,432,7.00
3.76.182.153,443,443,true,FRA,Europe,DE,Frankfurt,255,7.00
3.16.149.77,443,443,true,IAD,North America,US,Ashburn,241,7.00
54.229.71.228,443,443,true,DUB,Europe,IE,Dublin,270,7.00
18.188.151.117,443,443,true,IAD,North America,US,Ashburn,345,7.00
3.85.230.61,443,443,true,IAD,North America,US,Ashburn,306,7.00
54.198.141.105,443,443,true,IAD,North America,US,Ashburn,353,7.00
3.12.198.236,443,443,true,IAD,North America,US,Ashburn,263,7.00
3.98.128.56,443,443,true,YUL,North America,CA,Montréal,323,7.00
54.195.16.42,443,443,true,DUB,Europe,IE,Dublin,359,7.00
34.230.7.7,443,443,true,IAD,North America,US,Ashburn,274,7.00
54.75.40.109,443,443,true,DUB,Europe,IE,Dublin,415,7.00
54.173.166.127,443,443,true,IAD,North America,US,Ashburn,310,7.00
3.15.173.43,443,443,true,IAD,North America,US,Ashburn,246,7.00
54.155.170.25,443,443,true,DUB,Europe,IE,Dublin,402,6.99
3.141.195.49,443,443,true,IAD,North America,US,Ashburn,248,6.99
54.224.189.18,443,443,true,IAD,North America,US,Ashburn,317,6.99
3.145.22.230,443,443,true,IAD,North America,US,Ashburn,365,6.99
54.224.146.250,443,443,true,IAD,North America,US,Ashburn,370,6.99
3.17.9.58,443,443,true,IAD,North America,US,Ashburn,246,6.99
18.224.182.89,443,443,true,IAD,North America,US,Ashburn,283,6.99
3.21.92.253,443,443,true,IAD,North America,US,Ashburn,418,6.99
3.19.221.20,443,443,true,IAD,North America,US,Ashburn,251,6.99
52.19.7.141,2053,443,true,DUB,Europe,IE,Dublin,391,6.99
3.19.28.176,443,443,true,IAD,North America,US,Ashburn,256,6.98
18.218.128.32,443,443,true,IAD,North America,US,Ashburn,324,6.98
54.162.12.61,443,443,true,IAD,North America,US,Ashburn,270,6.98
3.19.73.193,443,443,true,IAD,North America,US,Ashburn,309,6.98
18.224.179.46,443,443,true,IAD,North America,US,Ashburn,232,6.98
3.126.159.12,443,443,true,FRA,Europe,DE,Frankfurt,380,6.98
52.207.51.2,443,443,true,IAD,North America,US,Ashburn,340,6.98
3.141.98.5,443,443,true,IAD,North America,US,Ashburn,270,6.98
18.221.150.118,443,443,true,IAD,North America,US,Ashburn,260,6.98
18.192.206.49,443,443,true,FRA,Europe,DE,Frankfurt,249,6.98
3.144.221.136,443,443,true,IAD,North America,US,Ashburn,416,6.98
3.23.114.76,443,443,true,IAD,North America,US,Ashburn,301,6.98
18.117.90.201,443,443,true,IAD,North America,US,Ashburn,238,6.98
54.158.10.206,443,443,true,IAD,North America,US,Ashburn,336,6.98
3.16.114.123,443,443,true,IAD,North America,US,Ashburn,382,6.98
18.218.170.33,443,443,true,IAD,North America,US,Ashburn,314,6.98
52.59.63.245,443,443,true,FRA,Europe,DE,Frankfurt,376,6.98
54.146.103.58,443,443,true,IAD,North America,US,Ashburn,350,6.97
18.193.224.193,443,443,true,FRA,Europe,DE,Frankfurt,274,6.97
3.97.204.6,443,443,true,YUL,North America,CA,Montréal,303,6.97
18.221.28.148,443,443,true,IAD,North America,US,Ashburn,351,6.97
3.144.132.38,443,443,true,IAD,North America,US,Ashburn,247,6.97
3.17.26.25,443,443,true,IAD,North America,US,Ashburn,322,6.97
54.81.16.111,443,443,true,IAD,North America,US,Ashburn,357,6.97
67.226.223.37,80,443,true,LHR,Europe,GB,London,512,6.97
3.21.246.19,443,443,true,CMH,North America,US,Columbus,449,6.97
54.221.21.5,8443,443,true,IAD,North America,US,Ashburn,240,6.97
35.153.202.29,443,443,true,IAD,North America,US,Ashburn,368,6.97
3.97.114.61,443,443,true,YUL,North America,CA,Montréal,307,6.96
18.216.232.42,443,443,true,IAD,North America,US,Ashburn,247,6.96
3.22.63.81,443,443,true,IAD,North America,US,Ashburn,479,6.96
3.17.73.18,443,443,true,IAD,North America,US,Ashburn,334,6.96
44.200.36.67,443,443,true,IAD,North America,US,Ashburn,245,6.96
35.183.72.5,443,443,true,YUL,North America,CA,Montréal,273,6.96
67.226.223.167,80,443,true,LHR,Europe,GB,London,485,6.96
34.201.163.177,443,443,true,IAD,North America,US,Ashburn,253,6.96
3.122.245.51,443,443,true,FRA,Europe,DE,Frankfurt,307,6.96
3.22.166.200,443,443,true,IAD,North America,US,Ashburn,275,6.96
3.140.250.201,443,443,true,IAD,North America,US,Ashburn,254,6.96
54.242.110.219,443,443,true,IAD,North America,US,Ashburn,335,6.96
3.145.185.241,443,443,true,IAD,North America,US,Ashburn,304,6.96
3.145.45.122,443,443,true,CMH,North America,US,Columbus,292,6.96
3.99.156.42,443,443,true,YUL,North America,CA,Montréal,264,6.96
52.90.142.74,443,443,true,IAD,North America,US,Ashburn,248,6.95
3.144.69.81,443,443,true,IAD,North America,US,Ashburn,241,6.95
3.22.99.238,443,443,true,IAD,North America,US,Ashburn,344,6.95
63.177.51.235,443,443,true,FRA,Europe,DE,Frankfurt,411,6.95
3.22.241.99,443,443,true,ORD,North America,US,Chicago,426,6.95
52.14.58.95,443,443,true,CMH,North America,US,Columbus,273,6.95
54.74.167.219,443,443,true,DUB,Europe,IE,Dublin,440,6.95
3.88.141.102,443,443,true,IAD,North America,US,Ashburn,252,6.95
52.47.96.231,443,443,true,CDG,Europe,FR,Paris,393,6.95
3.149.254.95,443,443,true,IAD,North America,US,Ashburn,294,6.95
3.125.41.31,443,443,true,FRA,Europe,DE,Frankfurt,338,6.94
3.15.176.88,443,443,true,IAD,North America,US,Ashburn,239,6.94
52.58.210.143,443,443,true,FRA,Europe,DE,Frankfurt,315,6.94
34.201.168.98,443,443,true,IAD,North America,US,Ashburn,241,6.94
18.218.160.6,443,443,true,IAD,North America,US,Ashburn,250,6.94
3.137.141.78,443,443,true,IAD,North America,US,Ashburn,311,6.94
3.141.97.80,443,443,true,IAD,North America,US,Ashburn,322,6.94
52.20.152.104,443,443,true,IAD,North America,US,Ashburn,363,6.94
63.177.113.35,443,443,true,FRA,Europe,DE,Frankfurt,282,6.94
3.131.160.133,443,443,true,IAD,North America,US,Ashburn,369,6.94
35.173.241.13,443,443,true,IAD,North America,US,Ashburn,272,6.94
34.227.133.207,443,443,true,IAD,North America,US,Ashburn,253,6.93
204.110.223.215,80,443,true,CMH,North America,US,Columbus,319,6.93
67.226.223.36,80,443,true,LHR,Europe,GB,London,231,6.93
18.201.23.110,443,443,true,DUB,Europe,IE,Dublin,293,6.93
3.96.45.32,443,443,true,DFW,North America,US,Dallas,249,6.93
18.221.118.197,443,443,true,IAD,North America,US,Ashburn,296,6.93
3.142.74.142,443,443,true,IAD,North America,US,Ashburn,227,6.93
18.203.159.129,443,443,true,DUB,Europe,IE,Dublin,274,6.93
3.144.238.203,443,443,true,IAD,North America,US,Ashburn,336,6.92
3.96.132.209,443,443,true,YUL,North America,CA,Montréal,244,6.92
35.183.0.93,443,443,true,YUL,North America,CA,Montréal,414,6.92
18.191.119.82,443,443,true,IAD,North America,US,Ashburn,241,6.91
54.93.43.60,443,443,true,FRA,Europe,DE,Frankfurt,327,6.91
3.236.164.63,443,443,true,IAD,North America,US,Ashburn,351,6.91
3.88.110.210,8443,443,true,IAD,North America,US,Ashburn,307,6.91
18.218.121.248,443,443,true,IAD,North America,US,Ashburn,379,6.91
52.14.197.170,443,443,true,CMH,North America,US,Columbus,269,6.91
3.127.57.58,2087,443,true,FRA,Europe,DE,Frankfurt,295,6.91
52.47.168.64,2053,443,true,CDG,Europe,FR,Paris,375,6.91
3.88.110.210,2053,443,true,IAD,North America,US,Ashburn,312,6.91
3.97.237.200,443,443,true,YUL,North America,CA,Montréal,393,6.91
44.197.238.40,443,443,true,IAD,North America,US,Ashburn,294,6.91
63.177.56.140,443,443,true,FRA,Europe,DE,Frankfurt,396,6.91
35.183.239.154,443,443,true,YUL,North America,CA,Montréal,251,6.91
35.175.251.28,443,443,true,IAD,North America,US,Ashburn,357,6.91
18.191.6.115,443,443,true,IAD,North America,US,Ashburn,270,6.91
3.99.224.84,443,443,true,YUL,North America,CA,Montréal,284,6.90
18.217.159.27,443,443,true,IAD,North America,US,Ashburn,385,6.90
3.22.169.164,443,443,true,IAD,North America,US,Ashburn,483,6.90
54.167.247.203,443,443,true,IAD,North America,US,Ashburn,377,6.90
3.144.88.228,443,443,true,CMH,North America,US,Columbus,240,6.90
3.143.219.221,443,443,true,IAD,North America,US,Ashburn,238,6.90
204.110.223.52,80,443,true,CMH,North America,US,Columbus,254,6.90
3.142.232.248,443,443,true,IAD,North America,US,Ashburn,310,6.90
67.226.223.35,80,443,true,LHR,Europe,GB,London,399,6.90
3.144.82.45,443,443,true,CMH,North America,US,Columbus,342,6.89
204.110.223.155,80,443,true,CMH,North America,US,Columbus,245,6.89
63.34.8.64,443,443,true,DUB,Europe,IE,Dublin,388,6.89
35.183.21.186,443,443,true,YUL,North America,CA,Montréal,406,6.89
3.15.219.138,443,443,true,IAD,North America,US,Ashburn,385,6.89
3.121.233.197,443,443,true,FRA,Europe,DE,Frankfurt,265,6.89
204.110.223.8,443,443,true,CMH,North America,US,Columbus,253,6.89
3.129.207.23,443,443,true,IAD,North America,US,Ashburn,340,6.89
52.14.20.244,443,443,true,CMH,North America,US,Columbus,290,6.89
107.22.117.176,443,443,true,IAD,North America,US,Ashburn,291,6.88
54.77.250.255,443,443,true,DUB,Europe,IE,Dublin,365,6.88
3.144.73.135,443,443,true,IAD,North America,US,Ashburn,233,6.88
35.183.72.5,443,443,true,YUL,North America,CA,Montréal,271,6.88
35.183.95.160,443,443,true,YUL,North America,CA,Montréal,351,6.88
3.16.108.227,443,443,true,IAD,North America,US,Ashburn,238,6.88
54.209.243.95,443,443,true,IAD,North America,US,Ashburn,410,6.88
3.23.63.202,443,443,true,IAD,North America,US,Ashburn,313,6.88
52.14.109.237,443,443,true,CMH,North America,US,Columbus,370,6.88
18.222.213.97,443,443,true,IAD,North America,US,Ashburn,239,6.88
3.144.115.238,443,443,true,CMH,North America,US,Columbus,223,6.88
18.221.189.244,443,443,true,IAD,North America,US,Ashburn,351,6.88
18.188.102.77,443,443,true,IAD,North America,US,Ashburn,321,6.88
98.82.23.232,443,443,true,IAD,North America,US,Ashburn,342,6.88
3.71.70.16,443,443,true,FRA,Europe,DE,Frankfurt,256,6.88
18.218.212.199,443,443,true,IAD,North America,US,Ashburn,443,6.88
18.223.151.12,443,443,true,IAD,North America,US,Ashburn,417,6.88
98.82.185.55,443,443,true,IAD,North America,US,Ashburn,391,6.88
52.211.37.187,443,443,true,DUB,Europe,IE,Dublin,261,6.87
3.98.49.188,443,443,true,YUL,North America,CA,Montréal,327,6.87
3.16.46.172,443,443,true,IAD,North America,US,Ashburn,325,6.87
3.135.185.28,443,443,true,IAD,North America,US,Ashburn,342,6.87
54.85.101.7,443,443,true,IAD,North America,US,Ashburn,265,6.87
51.44.175.193,443,443,true,CDG,Europe,FR,Paris,325,6.87
35.153.134.20,443,443,true,IAD,North America,US,Ashburn,379,6.87
18.218.214.18,443,443,true,IAD,North America,US,Ashburn,244,6.87
44.202.3.237,443,443,true,IAD,North America,US,Ashburn,259,6.87
3.144.221.206,443,443,true,IAD,North America,US,Ashburn,252,6.87
52.29.65.8,443,443,true,FRA,Europe,DE,Frankfurt,252,6.86
3.141.169.25,443,443,true,IAD,North America,US,Ashburn,275,6.86
67.226.223.172,80,443,true,LHR,Europe,GB,London,401,6.86
3.84.172.100,443,443,true,IAD,North America,US,Ashburn,265,6.86
3.22.235.43,443,443,true,IAD,North America,US,Ashburn,427,6.86
3.16.147.47,443,443,true,IAD,North America,US,Ashburn,243,6.86
18.192.205.3,443,443,true,FRA,Europe,DE,Frankfurt,265,6.86
3.238.153.155,443,443,true,IAD,North America,US,Ashburn,303,6.86
54.91.128.134,443,443,true,IAD,North America,US,Ashburn,266,6.85
67.226.223.230,80,443,true,LHR,Europe,GB,London,461,6.85
99.79.61.85,443,443,true,YUL,North America,CA,Montréal,363,6.85
3.96.162.225,443,443,true,DFW,North America,US,Dallas,295,6.85
44.213.149.136,443,443,true,IAD,North America,US,Ashburn,255,6.85
52.214.77.38,443,443,true,DUB,Europe,IE,Dublin,391,6.85
18.118.148.54,443,443,true,IAD,North America,US,Ashburn,441,6.85
18.188.40.190,443,443,true,IAD,North America,US,Ashburn,376,6.85
3.89.150.99,443,443,true,IAD,North America,US,Ashburn,396,6.85
3.21.53.180,443,443,true,IAD,North America,US,Ashburn,339,6.85
3.129.70.183,443,443,true,CMH,North America,US,Columbus,252,6.84
18.195.35.188,443,443,true,FRA,Europe,DE,Frankfurt,292,6.84
18.223.126.242,443,443,true,IAD,North America,US,Ashburn,333,6.84
3.14.144.0,443,443,true,IAD,North America,US,Ashburn,256,6.84
52.47.96.231,443,443,true,CDG,Europe,FR,Paris,290,6.84
54.164.62.170,443,443,true,IAD,North America,US,Ashburn,305,6.84
52.23.214.250,443,443,true,IAD,North America,US,Ashburn,271,6.84
3.96.46.44,443,443,true,YUL,North America,CA,Montréal,304,6.84
3.22.51.190,443,443,true,CMH,North America,US,Columbus,389,6.84
3.21.125.34,443,443,true,IAD,North America,US,Ashburn,317,6.83
3.17.60.149,443,443,true,IAD,North America,US,Ashburn,249,6.83
3.141.195.68,443,443,true,IAD,North America,US,Ashburn,268,6.83
3.214.164.221,443,443,true,IAD,North America,US,Ashburn,342,6.83
34.200.213.159,443,443,true,IAD,North America,US,Ashburn,353,6.83
3.85.192.173,443,443,true,IAD,North America,US,Ashburn,277,6.83
