IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
35.183.179.2,443,443,true,YUL,North America,CA,Montréal,284,6.83
18.188.121.214,443,443,true,IAD,North America,US,Ashburn,450,6.83
67.226.223.182,80,443,true,LHR,Europe,GB,London,294,6.83
35.183.21.47,443,443,true,YUL,North America,CA,Montréal,273,6.83
18.220.55.143,443,443,true,IAD,North America,US,Ashburn,231,6.83
3.99.20.218,443,443,true,YUL,North America,CA,Montréal,422,6.83
54.246.230.22,443,443,true,DUB,Europe,IE,Dublin,289,6.82
54.198.4.222,443,443,true,IAD,North America,US,Ashburn,307,6.82
34.228.227.135,443,443,true,IAD,North America,US,Ashburn,253,6.82
3.99.150.131,443,443,true,YUL,North America,CA,Montréal,285,6.82
3.15.231.215,443,443,true,IAD,North America,US,Ashburn,261,6.82
18.191.196.115,443,443,true,IAD,North America,US,Ashburn,291,6.82
3.144.195.201,443,443,true,IAD,North America,US,Ashburn,355,6.82
204.110.223.239,80,443,true,CMH,North America,US,Columbus,247,6.82
3.141.105.116,443,443,true,IAD,North America,US,Ashburn,226,6.82
3.144.143.60,443,443,true,IAD,North America,US,Ashburn,348,6.82
3.223.141.173,443,443,true,IAD,North America,US,Ashburn,261,6.82
54.162.84.180,443,443,true,IAD,North America,US,Ashburn,246,6.82
3.96.49.84,443,443,true,DFW,North America,US,Dallas,259,6.82
35.183.184.16,443,443,true,YUL,North America,CA,Montréal,246,6.81
3.21.125.34,443,443,true,IAD,North America,US,Ashburn,242,6.81
3.226.249.14,443,443,true,IAD,North America,US,Ashburn,328,6.81
54.174.207.189,443,443,true,IAD,North America,US,Ashburn,366,6.81
3.21.163.52,443,443,true,IAD,North America,US,Ashburn,235,6.81
18.117.114.140,443,443,true,IAD,North America,US,Ashburn,302,6.81
54.93.43.60,443,443,true,FRA,Europe,DE,Frankfurt,280,6.81
67.226.223.119,443,443,true,LHR,Europe,GB,London,608,6.80
204.110.223.62,443,443,true,ORD,North America,US,Chicago,247,6.80
3.96.50.123,443,443,true,DFW,North America,US,Dallas,260,6.80
3.21.167.94,443,443,true,IAD,North America,US,Ashburn,353,6.80
3.14.80.6,443,443,true,IAD,North America,US,Ashburn,271,6.80
3.143.251.210,443,443,true,IAD,North America,US,Ashburn,329,6.80
52.56.92.161,443,443,true,LHR,Europe,GB,London,291,6.80
3.128.29.111,443,443,true,IAD,North America,US,Ashburn,327,6.80
44.214.178.253,443,443,true,IAD,North America,US,Ashburn,348,6.80
3.123.41.161,8443,443,true,FRA,Europe,DE,Frankfurt,182,6.80
54.154.127.47,443,443,true,DUB,Europe,IE,Dublin,353,6.80
3.147.73.220,443,443,true,ORD,North America,US,Chicago,297,6.80
3.68.76.221,443,443,true,FRA,Europe,DE,Frankfurt,326,6.79
67.226.223.171,80,443,true,LHR,Europe,GB,London,232,6.79
18.221.35.23,443,443,true,IAD,North America,US,Ashburn,284,6.79
3.21.166.83,443,443,true,IAD,North America,US,Ashburn,356,6.79
3.14.70.158,443,443,true,IAD,North America,US,Ashburn,310,6.79
18.188.84.73,443,443,true,IAD,North America,US,Ashburn,319,6.79
3.97.115.211,443,443,true,YUL,North America,CA,Montréal,279,6.79
3.144.218.165,443,443,true,IAD,North America,US,Ashburn,322,6.79
34.230.68.75,443,443,true,IAD,North America,US,Ashburn,326,6.79
3.140.250.50,443,443,true,IAD,North America,US,Ashburn,316,6.79
18.220.236.150,443,443,true,IAD,North America,US,Ashburn,352,6.79
54.165.25.139,443,443,true,IAD,North America,US,Ashburn,326,6.79
54.90.235.217,8443,443,true,IAD,North America,US,Ashburn,367,6.78
63.177.58.186,443,443,true,FRA,Europe,DE,Frankfurt,418,6.78
54.163.51.170,8443,443,true,IAD,North America,US,Ashburn,274,6.78
3.145.185.241,443,443,true,IAD,North America,US,Ashburn,236,6.78
3.84.69.95,443,443,true,IAD,North America,US,Ashburn,273,6.78
52.15.230.103,443,443,true,CMH,North America,US,Columbus,425,6.78
35.183.183.159,443,443,true,YUL,North America,CA,Montréal,285,6.78
67.226.223.44,80,443,true,LHR,Europe,GB,London,396,6.78
34.228.236.75,443,443,true,IAD,North America,US,Ashburn,278,6.78
3.90.30.240,443,443,true,IAD,North America,US,Ashburn,351,6.78
18.200.239.249,443,443,true,DUB,Europe,IE,Dublin,249,6.78
18.201.128.116,443,443,true,DUB,Europe,IE,Dublin,267,6.78
35.183.28.1,443,443,true,YUL,North America,CA,Montréal,365,6.77
3.138.34.198,443,443,true,CMH,North America,US,Columbus,257,6.77
18.223.162.119,443,443,true,IAD,North America,US,Ashburn,235,6.77
3.129.13.104,443,443,true,IAD,North America,US,Ashburn,328,6.77
3.87.135.251,443,443,true,IAD,North America,US,Ashburn,247,6.77
3.138.191.74,443,443,true,IAD,North America,US,Ashburn,289,6.77
3.17.23.86,443,443,true,IAD,North America,US,Ashburn,238,6.77
204.110.223.180,80,443,true,ORD,North America,US,Chicago,252,6.77
54.246.133.187,443,443,true,DUB,Europe,IE,Dublin,275,6.77
52.51.151.59,443,443,true,DUB,Europe,IE,Dublin,310,6.77
3.238.140.254,443,443,true,IAD,North America,US,Ashburn,259,6.77
67.226.223.64,80,443,true,LHR,Europe,GB,London,524,6.76
67.226.223.50,80,443,true,LHR,Europe,GB,London,308,6.76
3.239.162.173,443,443,true,IAD,North America,US,Ashburn,253,6.76
18.224.184.83,443,443,true,IAD,North America,US,Ashburn,294,6.76
35.183.95.160,443,443,true,YUL,North America,CA,Montréal,414,6.76
52.15.151.113,443,443,true,CMH,North America,US,Columbus,421,6.76
3.122.153.127,2096,443,true,FRA,Europe,DE,Frankfurt,333,6.76
54.224.126.123,443,443,true,IAD,North America,US,Ashburn,256,6.76
3.98.128.56,443,443,true,YUL,North America,CA,Montréal,262,6.76
204.110.223.174,80,443,true,ORD,North America,US,Chicago,251,6.76
3.17.4.167,443,443,true,IAD,North America,US,Ashburn,530,6.76
3.96.44.45,443,443,true,DFW,North America,US,Dallas,289,6.76
107.21.193.143,443,443,true,IAD,North America,US,Ashburn,266,6.76
54.196.102.4,443,443,true,IAD,North America,US,Ashburn,345,6.76
67.226.223.191,80,443,true,LHR,Europe,GB,London,373,6.76
3.137.138.143,443,443,true,IAD,North America,US,Ashburn,230,6.76
18.188.58.86,443,443,true,CMH,North America,US,Columbus,367,6.76
18.191.74.35,443,443,true,IAD,North America,US,Ashburn,362,6.76
3.138.184.185,443,443,true,IAD,North America,US,Ashburn,302,6.75
3.144.73.135,443,443,true,IAD,North America,US,Ashburn,266,6.75
63.35.227.240,443,443,true,DUB,Europe,IE,Dublin,357,6.75
34.228.228.250,443,443,true,IAD,North America,US,Ashburn,249,6.75
18.220.21.232,443,443,true,IAD,North America,US,Ashburn,227,6.75
3.81.250.69,443,443,true,IAD,North America,US,Ashburn,262,6.75
18.192.152.35,2053,443,true,FRA,Europe,DE,Frankfurt,272,6.75
67.226.223.112,80,443,true,LHR,Europe,GB,London,272,6.75
3.125.159.160,443,443,true,FRA,Europe,DE,Frankfurt,352,6.75
3.22.167.35,443,443,true,IAD,North America,US,Ashburn,235,6.75
54.198.82.223,443,443,true,IAD,North America,US,Ashburn,307,6.75
3.96.46.44,443,443,true,YUL,North America,CA,Montréal,323,6.75
3.218.152.42,443,443,true,IAD,North America,US,Ashburn,356,6.74
3.144.162.221,443,443,true,IAD,North America,US,Ashburn,268,6.74
18.222.130.106,443,443,true,IAD,North America,US,Ashburn,277,6.74
3.19.61.125,443,443,true,IAD,North America,US,Ashburn,320,6.74
63.33.201.179,443,443,true,DUB,Europe,IE,Dublin,363,6.74
18.201.189.76,443,443,true,DUB,Europe,IE,Dublin,344,6.73
54.224.110.194,443,443,true,IAD,North America,US,Ashburn,252,6.73
3.123.39.127,443,443,true,FRA,Europe,DE,Frankfurt,285,6.73
67.226.223.197,80,443,true,LHR,Europe,GB,London,485,6.73
54.74.214.133,443,443,true,DUB,Europe,IE,Dublin,273,6.73
54.81.242.34,443,443,true,IAD,North America,US,Ashburn,249,6.73
18.191.232.180,443,443,true,IAD,North America,US,Ashburn,246,6.73
54.196.39.173,443,443,true,IAD,North America,US,Ashburn,370,6.73
3.144.170.218,443,443,true,IAD,North America,US,Ashburn,295,6.73
18.222.248.83,443,443,true,IAD,North America,US,Ashburn,371,6.72
52.15.230.103,443,443,true,CMH,North America,US,Columbus,338,6.72
52.51.100.47,443,443,true,DUB,Europe,IE,Dublin,376,6.72
54.89.90.55,443,443,true,IAD,North America,US,Ashburn,242,6.72
3.97.190.113,443,443,true,YUL,North America,CA,Montréal,333,6.72
44.192.41.236,443,443,true,IAD,North America,US,Ashburn,401,6.72
18.118.227.114,443,443,true,CMH,North America,US,Columbus,286,6.72
18.118.207.236,443,443,true,CMH,North America,US,Columbus,299,6.72
52.14.131.189,443,443,true,CMH,North America,US,Columbus,291,6.72
3.22.170.91,443,443,true,IAD,North America,US,Ashburn,464,6.72
44.195.41.129,443,443,true,IAD,North America,US,Ashburn,262,6.72
3.21.166.83,443,443,true,IAD,North America,US,Ashburn,327,6.72
54.154.30.3,443,443,true,DUB,Europe,IE,Dublin,259,6.72
3.129.17.234,443,443,true,IAD,North America,US,Ashburn,468,6.71
35.183.181.62,443,443,true,YUL,North America,CA,Montréal,310,6.71
35.183.28.65,443,443,true,YUL,North America,CA,Montréal,350,6.71
3.142.54.4,443,443,true,CMH,North America,US,Columbus,352,6.71
3.89.136.136,443,443,true,IAD,North America,US,Ashburn,472,6.71
44.204.251.72,443,443,true,IAD,North America,US,Ashburn,257,6.71
18.188.245.123,443,443,true,IAD,North America,US,Ashburn,227,6.71
3.99.192.219,443,443,true,ORD,North America,US,Chicago,285,6.71
3.15.180.38,443,443,true,IAD,North America,US,Ashburn,461,6.71
3.22.221.181,443,443,true,IAD,North America,US,Ashburn,384,6.71
52.207.223.38,443,443,true,IAD,North America,US,Ashburn,363,6.71
3.96.162.225,443,443,true,DFW,North America,US,Dallas,322,6.71
52.15.100.18,443,443,true,CMH,North America,US,Columbus,246,6.70
3.96.62.34,443,443,true,YUL,North America,CA,Montréal,320,6.70
50.16.238.82,8443,443,true,IAD,North America,US,Ashburn,326,6.70
35.183.184.16,443,443,true,YUL,North America,CA,Montréal,316,6.70
3.120.244.122,443,443,true,FRA,Europe,DE,Frankfurt,266,6.70
3.21.236.87,443,443,true,IAD,North America,US,Ashburn,323,6.70
3.131.157.163,443,443,true,IAD,North America,US,Ashburn,402,6.70
3.238.52.225,443,443,true,IAD,North America,US,Ashburn,261,6.70
51.44.173.130,443,443,true,CDG,Europe,FR,Paris,248,6.70
18.220.139.81,443,443,true,IAD,North America,US,Ashburn,411,6.69
3.144.186.33,443,443,true,IAD,North America,US,Ashburn,280,6.69
67.226.223.53,80,443,true,LHR,Europe,GB,London,402,6.69
3.92.59.75,443,443,true,IAD,North America,US,Ashburn,275,6.69
3.93.36.78,443,443,true,IAD,North America,US,Ashburn,253,6.69
63.176.50.206,443,443,true,FRA,Europe,DE,Frankfurt,362,6.69
51.44.133.177,443,443,true,CDG,Europe,FR,Paris,271,6.69
3.15.173.3,443,443,true,IAD,North America,US,Ashburn,460,6.69
67.226.223.68,80,443,true,LHR,Europe,GB,London,390,6.69
18.224.27.30,443,443,true,IAD,North America,US,Ashburn,257,6.68
3.22.167.42,443,443,true,IAD,North America,US,Ashburn,245,6.68
44.197.188.153,443,443,true,IAD,North America,US,Ashburn,313,6.68
52.14.156.198,443,443,true,CMH,North America,US,Columbus,374,6.68
67.226.223.238,80,443,true,LHR,Europe,GB,London,398,6.68
44.200.220.205,443,443,true,IAD,North America,US,Ashburn,310,6.68
34.219.53.148,443,443,true,PDX,North America,US,Portland,218,6.68
44.222.138.165,443,443,true,IAD,North America,US,Ashburn,229,6.68
18.219.211.195,443,443,true,IAD,North America,US,Ashburn,353,6.68
18.188.177.161,443,443,true,IAD,North America,US,Ashburn,276,6.68
3.142.246.2,443,443,true,IAD,North America,US,Ashburn,310,6.68
3.226.241.72,443,443,true,IAD,North America,US,Ashburn,325,6.68
3.98.84.122,443,443,true,YUL,North America,CA,Montréal,356,6.68
52.29.65.8,443,443,true,FRA,Europe,DE,Frankfurt,288,6.67
18.199.155.218,443,443,true,FRA,Europe,DE,Frankfurt,315,6.67
3.16.36.178,443,443,true,IAD,North America,US,Ashburn,291,6.67
18.197.142.85,443,443,true,FRA,Europe,DE,Frankfurt,231,6.67
204.110.223.23,80,443,true,ORD,North America,US,Chicago,252,6.67
3.144.87.33,443,443,true,CMH,North America,US,Columbus,326,6.67
18.188.42.211,443,443,true,IAD,North America,US,Ashburn,321,6.66
18.185.254.189,443,443,true,FRA,Europe,DE,Frankfurt,390,6.66
3.19.142.49,443,443,true,IAD,North America,US,Ashburn,233,6.66
54.90.104.69,8443,443,true,IAD,North America,US,Ashburn,273,6.66
52.19.7.141,2053,443,true,DUB,Europe,IE,Dublin,359,6.66
3.235.85.110,443,443,true,IAD,North America,US,Ashburn,250,6.66
67.226.223.32,80,443,true,LHR,Europe,GB,London,235,6.66
3.80.205.198,443,443,true,IAD,North America,US,Ashburn,410,6.66
54.77.250.255,443,443,true,DUB,Europe,IE,Dublin,413,6.65
18.219.224.16,443,443,true,IAD,North America,US,Ashburn,337,6.65
3.144.130.151,443,443,true,IAD,North America,US,Ashburn,370,6.65
67.226.223.237,80,443,true,LHR,Europe,GB,London,275,6.65
34.207.224.121,443,443,true,IAD,North America,US,Ashburn,260,6.65
3.88.30.141,443,443,true,IAD,North America,US,Ashburn,301,6.65
54.74.176.229,443,443,true,DUB,Europe,IE,Dublin,379,6.65
3.144.237.238,443,443,true,CMH,North America,US,Columbus,388,6.65
52.14.93.26,443,443,true,CMH,North America,US,Columbus,353,6.64
18.224.37.26,443,443,true,IAD,North America,US,Ashburn,327,6.64
18.218.89.173,443,443,true,IAD,North America,US,Ashburn,404,6.64
16.171.41.233,443,443,true,CPH,Europe,DK,Copenhagen,281,6.64
3.129.17.234,443,443,true,IAD,North America,US,Ashburn,246,6.64
3.149.254.95,443,443,true,CMH,North America,US,Columbus,380,6.64
3.134.107.201,443,443,true,IAD,North America,US,Ashburn,275,6.64
54.93.78.14,443,443,true,FRA,Europe,DE,Frankfurt,269,6.64
3.141.28.112,443,443,true,CMH,North America,US,Columbus,287,6.64
3.144.5.129,443,443,true,IAD,North America,US,Ashburn,236,6.63
3.96.33.157,443,443,true,YUL,North America,CA,Montréal,416,6.63
18.221.209.114,443,443,true,IAD,North America,US,Ashburn,282,6.63
3.141.105.229,443,443,true,IAD,North America,US,Ashburn,439,6.63
67.226.223.153,80,443,true,LHR,Europe,GB,London,392,6.63
18.222.238.129,443,443,true,IAD,North America,US,Ashburn,370,6.63
35.171.183.2,443,443,true,IAD,North America,US,Ashburn,305,6.63
35.175.127.214,443,443,true,IAD,North America,US,Ashburn,272,6.62
18.196.62.205,443,443,true,FRA,Europe,DE,Frankfurt,297,6.62
16.170.255.108,443,443,true,CPH,Europe,DK,Copenhagen,246,6.62
52.51.151.59,443,443,true,DUB,Europe,IE,Dublin,402,6.62
54.162.125.127,443,443,true,IAD,North America,US,Ashburn,352,6.62
204.110.223.234,80,443,true,CMH,North America,US,Columbus,250,6.62
52.23.214.229,443,443,true,IAD,North America,US,Ashburn,274,6.62
3.96.47.181,443,443,true,YUL,North America,CA,Montréal,477,6.62
67.226.223.18,80,443,true,LHR,Europe,GB,London,323,6.62
3.123.242.99,443,443,true,FRA,Europe,DE,Frankfurt,315,6.62
3.76.134.253,443,443,true,FRA,Europe,DE,Frankfurt,326,6.61
18.188.43.141,443,443,true,IAD,North America,US,Ashburn,361,6.61
54.224.205.182,443,443,true,IAD,North America,US,Ashburn,358,6.61
3.120.15.33,443,443,true,FRA,Europe,DE,Frankfurt,382,6.61
54.236.212.166,2053,443,true,IAD,North America,US,Ashburn,331,6.61
67.226.223.46,80,443,true,LHR,Europe,GB,London,604,6.60
3.85.140.203,443,443,true,IAD,North America,US,Ashburn,303,6.60
54.198.72.56,443,443,true,IAD,North America,US,Ashburn,328,6.60
52.55.253.190,443,443,true,IAD,North America,US,Ashburn,352,6.60
3.123.242.99,443,443,true,FRA,Europe,DE,Frankfurt,240,6.60
18.188.91.189,443,443,true,IAD,North America,US,Ashburn,441,6.60
3.22.170.91,443,443,true,IAD,North America,US,Ashburn,269,6.60
52.15.86.208,443,443,true,CMH,North America,US,Columbus,308,6.59
18.188.219.2,443,443,true,IAD,North America,US,Ashburn,334,6.59
54.93.78.14,443,443,true,FRA,Europe,DE,Frankfurt,266,6.59
34.251.188.74,443,443,true,DUB,Europe,IE,Dublin,355,6.59
18.191.219.133,443,443,true,IAD,North America,US,Ashburn,239,6.59
18.188.165.47,443,443,true,IAD,North America,US,Ashburn,347,6.59
3.98.84.122,443,443,true,DFW,North America,US,Dallas,304,6.59
3.73.76.242,8443,443,true,FRA,Europe,DE,Frankfurt,410,6.59
54.81.216.72,443,443,true,IAD,North America,US,Ashburn,249,6.59
54.226.15.33,8443,443,true,IAD,North America,US,Ashburn,259,6.58
54.226.156.79,443,443,true,IAD,North America,US,Ashburn,261,6.58
54.216.187.63,443,443,true,DUB,Europe,IE,Dublin,284,6.58
3.98.164.105,443,443,true,DFW,North America,US,Dallas,325,6.58
35.183.9.246,443,443,true,YUL,North America,CA,Montréal,346,6.58
3.138.108.83,443,443,true,IAD,North America,US,Ashburn,386,6.58
18.193.80.202,443,443,true,FRA,Europe,DE,Frankfurt,280,6.58
3.96.20.191,443,443,true,YUL,North America,CA,Montréal,266,6.58
3.96.43.147,443,443,true,YUL,North America,CA,Montréal,404,6.57
18.198.201.164,443,443,true,FRA,Europe,DE,Frankfurt,363,6.57
3.144.135.235,443,443,true,IAD,North America,US,Ashburn,380,6.57
3.139.102.238,443,443,true,IAD,North America,US,Ashburn,274,6.57
3.98.108.152,443,443,true,DFW,North America,US,Dallas,293,6.57
3.236.204.207,443,443,true,IAD,North America,US,Ashburn,246,6.57
67.226.223.13,80,443,true,LHR,Europe,GB,London,396,6.57
63.176.51.3,443,443,true,FRA,Europe,DE,Frankfurt,379,6.57
54.217.147.69,443,443,true,DUB,Europe,IE,Dublin,310,6.57
3.82.54.188,443,443,true,IAD,North America,US,Ashburn,268,6.57
18.191.187.230,443,443,true,IAD,North America,US,Ashburn,314,6.57
18.223.29.137,443,443,true,IAD,North America,US,Ashburn,276,6.56
18.218.85.127,443,443,true,IAD,North America,US,Ashburn,258,6.56
3.129.17.218,443,443,true,IAD,North America,US,Ashburn,349,6.56
35.171.165.114,443,443,true,IAD,North America,US,Ashburn,241,6.56
54.93.223.224,443,443,true,FRA,Europe,DE,Frankfurt,256,6.56
18.218.213.62,443,443,true,IAD,North America,US,Ashburn,340,6.56
67.226.223.255,80,443,true,LHR,Europe,GB,London,371,6.56
18.217.172.24,443,443,true,IAD,North America,US,Ashburn,250,6.56
3.141.98.5,443,443,true,IAD,North America,US,Ashburn,323,6.56
3.21.170.40,443,443,true,IAD,North America,US,Ashburn,231,6.56
3.76.206.85,443,443,true,FRA,Europe,DE,Frankfurt,297,6.55
67.226.223.207,80,443,true,LHR,Europe,GB,London,480,6.55
35.182.191.153,443,443,true,YUL,North America,CA,Montréal,393,6.55
54.224.42.123,443,443,true,IAD,North America,US,Ashburn,337,6.55
54.75.128.116,443,443,true,DUB,Europe,IE,Dublin,390,6.55
3.129.17.35,443,443,true,IAD,North America,US,Ashburn,438,6.55
3.139.59.143,443,443,true,IAD,North America,US,Ashburn,247,6.55
18.118.78.86,443,443,true,IAD,North America,US,Ashburn,318,6.55
52.14.164.58,443,443,true,CMH,North America,US,Columbus,347,6.55
44.223.7.184,443,443,true,IAD,North America,US,Ashburn,339,6.55
3.84.136.230,443,443,true,IAD,North America,US,Ashburn,266,6.54
54.146.111.182,443,443,true,IAD,North America,US,Ashburn,255,6.54
3.237.188.75,443,443,true,IAD,North America,US,Ashburn,254,6.54
18.218.26.246,443,443,true,IAD,North America,US,Ashburn,318,6.54
3.96.50.96,443,443,true,YUL,North America,CA,Montréal,436,6.54
3.141.39.92,443,443,true,IAD,North America,US,Ashburn,223,6.54
3.99.154.134,443,443,true,YUL,North America,CA,Montréal,263,6.54
3.134.102.25,443,443,true,IAD,North America,US,Ashburn,254,6.53
3.239.159.130,443,443,true,IAD,North America,US,Ashburn,326,6.53
3.147.53.89,443,443,true,CMH,North America,US,Columbus,293,6.53
3.129.24.251,443,443,true,CMH,North America,US,Columbus,255,6.52
54.80.244.78,443,443,true,IAD,North America,US,Ashburn,256,6.52
54.93.170.214,443,443,true,FRA,Europe,DE,Frankfurt,339,6.52
3.144.132.56,443,443,true,IAD,North America,US,Ashburn,250,6.52
3.81.50.246,443,443,true,IAD,North America,US,Ashburn,320,6.52
3.16.147.51,443,443,true,IAD,North America,US,Ashburn,304,6.52
34.228.222.113,443,443,true,IAD,North America,US,Ashburn,250,6.52
98.84.160.7,443,443,true,IAD,North America,US,Ashburn,284,6.52
3.16.44.250,443,443,true,IAD,North America,US,Ashburn,464,6.51
3.145.18.195,443,443,true,CMH,North America,US,Columbus,265,6.51
54.81.8.35,443,443,true,IAD,North America,US,Ashburn,382,6.51
3.144.153.158,443,443,true,IAD,North America,US,Ashburn,231,6.51
3.99.203.213,443,443,true,DFW,North America,US,Dallas,276,6.51
3.22.186.228,443,443,true,IAD,North America,US,Ashburn,243,6.51
3.85.132.243,443,443,true,IAD,North America,US,Ashburn,253,6.51
44.211.244.87,443,443,true,IAD,North America,US,Ashburn,307,6.51
67.226.223.147,80,443,true,LHR,Europe,GB,London,280,6.50
3.96.50.123,443,443,true,YUL,North America,CA,Montréal,454,6.50
18.223.32.152,443,443,true,IAD,North America,US,Ashburn,345,6.50
52.19.138.237,2053,443,true,DUB,Europe,IE,Dublin,232,6.50
3.135.17.185,443,443,true,IAD,North America,US,Ashburn,344,6.50
3.14.150.99,443,443,true,IAD,North America,US,Ashburn,310,6.50
52.3.235.110,443,443,true,IAD,North America,US,Ashburn,250,6.50
18.222.145.122,443,443,true,IAD,North America,US,Ashburn,285,6.50
54.89.129.207,443,443,true,IAD,North America,US,Ashburn,261,6.49
52.14.80.116,443,443,true,CMH,North America,US,Columbus,288,6.49
3.144.202.183,443,443,true,IAD,North America,US,Ashburn,238,6.49
3.99.206.199,443,443,true,DFW,North America,US,Dallas,277,6.49
